Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,x_nztm,y_nztm
6.62,1.72,3.85,2.94,2.9,4.09,104.0,639.0,23.0,-46.6869,168.5656,1260923.0,4820091.0
6.61,1.72,3.84,2.94,3.0,4.2,107.0,639.0,23.0,-46.7054,168.5942,1263221.0,4818163.0
6.61,1.72,3.84,2.94,3.14,4.34,111.0,639.0,23.0,-46.73,168.6323,1266285.0,4815592.0
6.6,1.72,3.84,2.94,3.24,4.44,114.0,639.0,23.0,-46.7484,168.6609,1268583.0,4813664.0
6.6,1.72,3.84,2.94,3.4,4.48,118.0,639.0,23.0,-46.773,168.6991,1271647.0,4811092.0
6.6,1.72,3.84,2.94,3.52,4.52,121.0,639.0,23.0,-46.7915,168.7277,1273945.0,4809164.0
6.6,1.72,3.84,2.94,3.76,4.59,127.0,639.0,23.0,-46.8283,168.785,1278542.0,4805307.0
6.6,1.72,3.84,2.94,4.0,4.65,133.0,639.0,23.0,-46.8651,168.8425,1283138.0,4801451.0
6.61,1.72,3.84,2.94,4.25,4.72,139.0,639.0,23.0,-46.9019,168.9,1287734.0,4797594.0
6.61,1.72,3.84,2.94,4.38,4.75,145.0,639.0,23.0,-46.9386,168.9576,1292330.0,4793737.0
6.62,1.72,3.85,2.94,4.51,4.77,152.0,639.0,23.0,-46.9815,169.0249,1297693.0,4789238.0
6.62,1.72,3.85,2.94,4.66,4.8,161.0,639.0,23.0,-47.0365,169.1115,1304587.0,4783453.0
6.69,1.72,3.89,2.97,4.94,4.94,173.0,639.0,23.0,-47.1098,169.2274,1313780.0,4775739.0
6.92,1.72,4.02,3.04,5.49,5.49,187.0,639.0,23.0,-47.1952,169.3629,1324504.0,4766740.0
7.03,1.72,4.09,3.08,6.0,6.0,201.0,639.0,23.0,-47.2804,169.4989,1335229.0,4757741.0
7.1,1.72,4.13,3.1,6.0,6.0,216.0,639.0,23.0,-47.3715,169.6451,1346720.0,4748099.0
7.12,1.72,4.14,3.1,6.0,6.0,233.0,639.0,23.0,-47.4746,169.8114,1359742.0,4737172.0
7.16,1.72,4.16,3.11,6.0,6.0,250.0,639.0,23.0,-47.5775,169.9783,1372765.0,4726244.0
7.18,1.72,4.17,3.12,6.0,6.0,266.0,639.0,23.0,-47.6741,170.136,1385022.0,4715960.0
7.18,1.72,4.17,3.12,6.0,6.0,283.0,639.0,23.0,-47.7765,170.3042,1398045.0,4705032.0
7.18,1.72,4.17,3.12,6.0,6.0,300.0,639.0,23.0,-47.8786,170.4731,1411067.0,4694105.0
7.18,1.72,4.17,3.12,6.0,6.0,316.0,639.0,23.0,-47.9746,170.6327,1423324.0,4683820.0
7.18,1.72,4.17,3.12,6.0,6.0,333.0,639.0,23.0,-48.0763,170.8029,1436347.0,4672893.0
7.19,1.72,4.18,3.12,6.0,6.0,350.0,639.0,23.0,-48.1777,170.9737,1449370.0,4661966.0
6.78,1.7,3.99,3.0,6.0,6.0,1200.0,639.0,23.0,-52.8775,-179.558,2100507.0,4115596.0
7.5,1.73,4.34,3.21,6.0,6.0,-1200.0,686.0,23.0,-38.4999,157.3546,231790.0,5622282.0
7.5,1.73,4.34,3.21,6.0,6.0,-540.0,686.0,23.0,-42.8849,162.4417,737379.0,5198043.0
7.5,1.73,4.34,3.21,6.0,6.0,-400.0,686.0,23.0,-43.7963,163.6127,844625.0,5108052.0
7.5,1.73,4.34,3.21,6.0,6.0,-300.0,686.0,23.0,-44.4419,164.4713,921230.0,5043774.0
7.5,1.73,4.34,3.21,6.0,6.0,-200.0,686.0,23.0,-45.0824,165.3491,997834.0,4979495.0
6.93,1.73,4.01,3.05,6.0,6.0,-151.0,686.0,23.0,-45.3943,165.7864,1035370.0,4947998.0
6.95,1.73,4.02,3.05,6.0,6.0,-136.0,686.0,23.0,-45.4896,165.9213,1046861.0,4938356.0
6.94,1.72,4.03,3.05,6.0,6.0,-121.0,686.0,23.0,-45.5846,166.0566,1058352.0,4928715.0
7.04,1.72,4.09,3.08,3.8,4.8,-106.0,686.0,23.0,-45.6796,166.1924,1069842.0,4919073.0
6.87,1.71,4.01,3.03,2.99,4.56,-96.0,686.0,23.0,-45.7428,166.2831,1077503.0,4912645.0
6.77,1.71,3.96,3.0,2.33,4.1,-86.0,686.0,23.0,-45.806,166.3741,1085163.0,4906217.0
6.74,1.7,3.96,2.99,1.82,3.43,-76.0,686.0,23.0,-45.8691,166.4653,1092824.0,4899789.0
7.11,1.7,4.19,3.1,1.99,3.43,-68.0,686.0,23.0,-45.9195,166.5384,1098952.0,4894647.0
7.64,1.69,4.51,3.25,2.18,4.28,-61.0,686.0,23.0,-45.9636,166.6024,1104314.0,4890147.0
7.79,1.69,4.6,3.29,1.85,3.17,-53.0,686.0,23.0,-46.0139,166.6758,1110443.0,4885005.0
7.4,1.69,4.37,3.18,1.8,2.93,-46.0,686.0,23.0,-46.058,166.7401,1115805.0,4880506.0
6.95,1.71,4.06,3.05,2.3,3.48,-38.0,686.0,23.0,-46.1083,166.8137,1121933.0,4875363.0
6.72,1.72,3.91,2.98,2.74,3.96,-31.0,686.0,23.0,-46.1522,166.8782,1127296.0,4870864.0
6.62,1.72,3.85,2.94,2.79,4.05,-23.0,686.0,23.0,-46.2024,166.952,1133424.0,4865721.0
6.58,1.72,3.82,2.93,2.84,4.12,-16.0,686.0,23.0,-46.2464,167.0168,1138786.0,4861222.0
6.54,1.72,3.79,2.91,2.88,3.99,-8.0,686.0,23.0,-46.2965,167.0909,1144915.0,4856080.0
6.57,1.72,3.81,2.93,2.92,3.91,-1.0,686.0,23.0,-46.3403,167.1558,1150277.0,4851580.0
6.63,1.72,3.85,2.95,3.03,4.11,7.0,686.0,23.0,-46.3904,167.2302,1156405.0,4846438.0
6.69,1.72,3.89,2.97,3.13,4.28,14.0,686.0,23.0,-46.4341,167.2954,1161768.0,4841938.0
6.76,1.72,3.93,2.99,3.14,4.36,22.0,686.0,23.0,-46.4841,167.37,1167896.0,4836796.0
6.82,1.72,3.97,3.01,3.11,4.36,29.0,686.0,23.0,-46.5278,167.4354,1173258.0,4832296.0
6.85,1.72,3.98,3.02,3.01,4.29,37.0,686.0,23.0,-46.5777,167.5103,1179387.0,4827154.0
6.86,1.72,3.99,3.03,2.78,3.97,41.0,686.0,23.0,-46.6026,167.5478,1182451.0,4824583.0
6.86,1.72,3.99,3.03,2.6,3.73,44.0,686.0,23.0,-46.6213,167.5759,1184749.0,4822655.0
6.85,1.72,3.98,3.02,2.37,3.42,48.0,686.0,23.0,-46.6463,167.6135,1187813.0,4820083.0
6.84,1.72,3.97,3.02,2.19,3.18,51.0,686.0,23.0,-46.6649,167.6416,1190111.0,4818155.0
6.83,1.72,3.97,3.02,1.96,2.86,55.0,686.0,23.0,-46.6898,167.6793,1193175.0,4815584.0
6.82,1.72,3.97,3.01,2.04,3.0,58.0,686.0,23.0,-46.7085,167.7075,1195474.0,4813656.0
6.81,1.72,3.96,3.01,2.16,3.19,62.0,686.0,23.0,-46.7334,167.7452,1198538.0,4811084.0
6.79,1.72,3.95,3.0,2.24,3.33,65.0,686.0,23.0,-46.752,167.7735,1200836.0,4809156.0
6.78,1.72,3.95,3.0,2.35,3.52,69.0,686.0,23.0,-46.7769,167.8112,1203900.0,4806585.0
6.78,1.72,3.95,3.0,2.43,3.66,72.0,686.0,23.0,-46.7955,167.8395,1206198.0,4804657.0
6.78,1.72,3.95,3.0,2.55,3.84,76.0,686.0,23.0,-46.8203,167.8773,1209262.0,4802085.0
6.77,1.72,3.94,3.0,2.63,3.99,79.0,686.0,23.0,-46.839,167.9057,1211560.0,4800157.0
6.77,1.72,3.94,3.0,2.74,4.17,83.0,686.0,23.0,-46.8638,167.9435,1214625.0,4797586.0
6.77,1.72,3.94,3.0,2.9,4.26,86.0,686.0,23.0,-46.8824,167.972,1216923.0,4795658.0
6.77,1.72,3.94,3.0,3.16,4.34,90.0,686.0,23.0,-46.9072,168.0099,1219987.0,4793086.0
6.77,1.72,3.94,3.0,3.36,4.4,93.0,686.0,23.0,-46.9258,168.0383,1222285.0,4791158.0
6.77,1.72,3.94,3.0,3.61,4.48,97.0,686.0,23.0,-46.9506,168.0763,1225349.0,4788587.0
6.77,1.72,3.94,3.0,3.81,4.54,100.0,686.0,23.0,-46.9691,168.1048,1227647.0,4786659.0
6.78,1.72,3.94,3.0,4.07,4.62,104.0,686.0,23.0,-46.9939,168.1429,1230712.0,4784087.0
6.78,1.72,3.94,3.0,4.26,4.68,107.0,686.0,23.0,-47.0125,168.1714,1233010.0,4782159.0
6.79,1.72,3.95,3.0,4.52,4.76,111.0,686.0,23.0,-47.0372,168.2095,1236074.0,4779588.0
6.79,1.72,3.95,3.0,4.72,4.82,114.0,686.0,23.0,-47.0557,168.2381,1238372.0,4777659.0
6.8,1.72,3.95,3.01,4.74,4.82,118.0,686.0,23.0,-47.0805,168.2763,1241436.0,4775088.0
6.8,1.72,3.95,3.01,4.75,4.82,121.0,686.0,23.0,-47.099,168.3049,1243734.0,4773160.0
6.81,1.72,3.96,3.01,4.78,4.82,127.0,686.0,23.0,-47.136,168.3623,1248331.0,4769303.0
6.82,1.72,3.97,3.01,4.81,4.83,133.0,686.0,23.0,-47.1731,168.4197,1252927.0,4765447.0
6.83,1.72,3.97,3.02,4.84,4.83,139.0,686.0,23.0,-47.2101,168.4772,1257523.0,4761590.0
6.83,1.72,3.97,3.02,5.03,5.02,145.0,686.0,23.0,-47.247,168.5348,1262119.0,4757733.0
6.83,1.72,3.97,3.02,5.3,5.3,152.0,686.0,23.0,-47.2901,168.6021,1267482.0,4753234.0
6.83,1.72,3.97,3.02,5.65,5.65,161.0,686.0,23.0,-47.3455,168.6888,1274376.0,4747448.0
6.84,1.72,3.97,3.02,5.9,5.9,173.0,686.0,23.0,-47.4192,168.8047,1283569.0,4739735.0
6.84,1.72,3.97,3.02,6.0,6.0,187.0,686.0,23.0,-47.5051,168.9403,1294293.0,4730736.0
6.85,1.72,3.98,3.02,6.0,6.0,201.0,686.0,23.0,-47.5908,169.0763,1305018.0,4721737.0
6.85,1.72,3.98,3.02,6.0,6.0,216.0,686.0,23.0,-47.6824,169.2226,1316509.0,4712095.0
6.84,1.72,3.98,3.02,6.0,6.0,233.0,686.0,23.0,-47.7861,169.3889,1329531.0,4701168.0
6.84,1.72,3.98,3.02,6.0,6.0,250.0,686.0,23.0,-47.8896,169.556,1342554.0,4690240.0
6.84,1.72,3.98,3.02,6.0,6.0,266.0,686.0,23.0,-47.9868,169.7138,1354811.0,4679956.0
6.84,1.72,3.98,3.02,6.0,6.0,283.0,686.0,23.0,-48.0898,169.8821,1367834.0,4669028.0
6.84,1.72,3.98,3.02,6.0,6.0,300.0,686.0,23.0,-48.1926,170.0512,1380856.0,4658101.0
6.84,1.72,3.98,3.02,6.0,6.0,316.0,686.0,23.0,-48.2891,170.2109,1393113.0,4647816.0
6.83,1.72,3.97,3.02,6.0,6.0,333.0,686.0,23.0,-48.3914,170.3812,1406136.0,4636889.0
6.83,1.72,3.97,3.02,6.0,6.0,350.0,686.0,23.0,-48.4935,170.5522,1419158.0,4625962.0
6.77,1.7,3.98,3.0,6.0,6.0,1200.0,686.0,23.0,-53.2256,-179.9509,2070296.0,4079592.0
7.5,1.73,4.34,3.21,6.0,6.0,-1200.0,736.0,23.0,-38.7849,156.9243,199650.0,5583980.0
7.5,1.73,4.34,3.21,6.0,6.0,-540.0,736.0,23.0,-43.1877,161.9941,705240.0,5159740.0
7.5,1.73,4.34,3.21,6.0,6.0,-400.0,736.0,23.0,-44.1035,163.1626,812486.0,5069750.0
7.5,1.73,4.34,3.21,6.0,6.0,-300.0,736.0,23.0,-44.7523,164.0195,889090.0,5005471.0
7.5,1.73,4.34,3.21,6.0,6.0,-200.0,736.0,23.0,-45.3962,164.896,965695.0,4941193.0
6.93,1.73,4.01,3.05,6.0,6.0,-151.0,736.0,23.0,-45.7098,165.3328,1003231.0,4909696.0
6.95,1.73,4.02,3.05,6.0,6.0,-136.0,736.0,23.0,-45.8055,165.4675,1014722.0,4900054.0
6.93,1.72,4.03,3.05,6.0,6.0,-121.0,736.0,23.0,-45.9011,165.6027,1026212.0,4890412.0
7.04,1.72,4.09,3.08,6.0,6.0,-106.0,736.0,23.0,-45.9966,165.7383,1037703.0,4880771.0
6.87,1.71,4.01,3.03,6.0,6.0,-96.0,736.0,23.0,-46.0602,165.829,1045363.0,4874343.0
6.84,1.71,4.0,3.02,5.3,5.61,-86.0,736.0,23.0,-46.1237,165.9199,1053024.0,4867915.0
6.95,1.71,4.06,3.05,3.9,4.84,-76.0,736.0,23.0,-46.1871,166.011,1060684.0,4861487.0
7.17,1.7,4.22,3.12,3.31,4.8,-68.0,736.0,23.0,-46.2379,166.084,1066813.0,4856345.0
7.31,1.69,4.32,3.16,2.34,3.68,-61.0,736.0,23.0,-46.2822,166.148,1072175.0,4851845.0
7.42,1.7,4.36,3.19,2.9,4.02,-53.0,736.0,23.0,-46.3329,166.2213,1078303.0,4846703.0
7.07,1.71,4.14,3.09,3.98,4.78,-46.0,736.0,23.0,-46.3771,166.2856,1083666.0,4842203.0
6.87,1.71,4.01,3.03,4.34,4.8,-38.0,736.0,23.0,-46.4277,166.3591,1089794.0,4837061.0
6.74,1.72,3.92,2.99,4.65,4.82,-31.0,736.0,23.0,-46.4719,166.4236,1095156.0,4832561.0
6.68,1.72,3.88,2.96,4.74,4.83,-23.0,736.0,23.0,-46.5224,166.4974,1101285.0,4827419.0
6.67,1.72,3.88,2.96,4.82,4.84,-16.0,736.0,23.0,-46.5666,166.5621,1106647.0,4822920.0
6.67,1.72,3.88,2.96,4.83,4.84,-8.0,736.0,23.0,-46.617,166.6361,1112775.0,4817777.0
6.68,1.72,3.88,2.96,4.9,4.9,-1.0,736.0,23.0,-46.6611,166.701,1118138.0,4813278.0
6.69,1.72,3.89,2.97,5.39,5.39,7.0,736.0,23.0,-46.7114,166.7754,1124266.0,4808136.0
6.7,1.72,3.9,2.97,5.82,5.82,14.0,736.0,23.0,-46.7555,166.8405,1129628.0,4803636.0
6.71,1.72,3.9,2.98,6.0,6.0,22.0,736.0,23.0,-46.8057,166.9151,1135757.0,4798494.0
6.71,1.72,3.9,2.98,6.0,6.0,29.0,736.0,23.0,-46.8497,166.9805,1141119.0,4793994.0
6.72,1.72,3.91,2.98,5.92,5.94,37.0,736.0,23.0,-46.8999,167.0553,1147247.0,4788852.0
6.74,1.72,3.92,2.99,5.61,5.69,41.0,736.0,23.0,-46.925,167.0928,1150311.0,4786281.0
6.75,1.72,3.92,2.99,5.37,5.5,44.0,736.0,23.0,-46.9438,167.1209,1152610.0,4784352.0
6.76,1.72,3.93,2.99,5.05,5.25,48.0,736.0,23.0,-46.9688,167.1585,1155674.0,4781781.0
6.76,1.72,3.93,2.99,4.82,5.06,51.0,736.0,23.0,-46.9876,167.1866,1157972.0,4779853.0
6.77,1.72,3.94,3.0,4.5,4.81,55.0,736.0,23.0,-47.0126,167.2242,1161036.0,4777282.0
6.77,1.72,3.94,3.0,4.54,4.82,58.0,736.0,23.0,-47.0314,167.2525,1163334.0,4775353.0
6.78,1.72,3.94,3.0,4.58,4.82,62.0,736.0,23.0,-47.0564,167.2901,1166398.0,4772782.0
6.78,1.72,3.94,3.0,4.62,4.83,65.0,736.0,23.0,-47.0752,167.3184,1168696.0,4770854.0
6.78,1.72,3.94,3.0,4.67,4.83,69.0,736.0,23.0,-47.1002,167.3561,1171761.0,4768283.0
6.78,1.72,3.94,3.0,4.71,4.84,72.0,736.0,23.0,-47.119,167.3844,1174059.0,4766354.0
6.78,1.72,3.94,3.0,4.75,4.85,76.0,736.0,23.0,-47.1439,167.4222,1177123.0,4763783.0
6.78,1.72,3.94,3.0,4.79,4.85,79.0,736.0,23.0,-47.1627,167.4506,1179421.0,4761855.0
6.78,1.72,3.94,3.0,4.84,4.86,83.0,736.0,23.0,-47.1876,167.4884,1182485.0,4759284.0
6.78,1.72,3.94,3.0,4.93,4.94,86.0,736.0,23.0,-47.2064,167.5168,1184783.0,4757355.0
6.78,1.72,3.94,3.0,5.08,5.09,90.0,736.0,23.0,-47.2313,167.5548,1187848.0,4754784.0
6.79,1.72,3.95,3.0,5.2,5.2,93.0,736.0,23.0,-47.25,167.5832,1190146.0,4752856.0
6.79,1.72,3.95,3.0,5.35,5.35,97.0,736.0,23.0,-47.2749,167.6212,1193210.0,4750285.0
6.79,1.72,3.95,3.0,5.46,5.47,100.0,736.0,23.0,-47.2936,167.6497,1195508.0,4748356.0
6.8,1.72,3.95,3.01,5.62,5.62,104.0,736.0,23.0,-47.3185,167.6877,1198572.0,4745785.0
6.8,1.72,3.95,3.01,5.73,5.73,107.0,736.0,23.0,-47.3372,167.7163,1200870.0,4743857.0
6.81,1.72,3.96,3.01,5.88,5.89,111.0,736.0,23.0,-47.3621,167.7544,1203934.0,4741286.0
6.81,1.72,3.96,3.01,6.0,6.0,114.0,736.0,23.0,-47.3808,167.783,1206233.0,4739357.0
6.82,1.72,3.97,3.01,6.0,6.0,118.0,736.0,23.0,-47.4056,167.8211,1209297.0,4736786.0
6.83,1.72,3.97,3.02,6.0,6.0,121.0,736.0,23.0,-47.4243,167.8498,1211595.0,4734858.0
6.84,1.72,3.98,3.02,6.0,6.0,127.0,736.0,23.0,-47.4615,167.9071,1216191.0,4731001.0
6.85,1.72,3.98,3.02,6.0,6.0,133.0,736.0,23.0,-47.4988,167.9646,1220787.0,4727144.0
6.86,1.72,3.99,3.03,6.0,6.0,139.0,736.0,23.0,-47.536,168.0221,1225384.0,4723288.0
6.86,1.72,3.99,3.03,6.0,6.0,145.0,736.0,23.0,-47.5732,168.0797,1229980.0,4719431.0
6.86,1.72,3.99,3.03,6.0,6.0,152.0,736.0,23.0,-47.6166,168.147,1235342.0,4714931.0
6.87,1.72,3.99,3.03,6.0,6.0,161.0,736.0,23.0,-47.6722,168.2337,1242237.0,4709146.0
6.87,1.72,3.99,3.03,6.0,6.0,173.0,736.0,23.0,-47.7464,168.3496,1251429.0,4701433.0
6.87,1.72,3.99,3.03,6.0,6.0,187.0,736.0,23.0,-47.8328,168.4852,1262154.0,4692434.0
6.86,1.72,3.99,3.03,6.0,6.0,201.0,736.0,23.0,-47.9191,168.6213,1272878.0,4683435.0
6.86,1.72,3.99,3.03,6.0,6.0,216.0,736.0,23.0,-48.0113,168.7675,1284369.0,4673793.0
6.85,1.72,3.98,3.02,6.0,6.0,233.0,736.0,23.0,-48.1157,168.934,1297392.0,4662866.0
6.85,1.72,3.98,3.02,6.0,6.0,250.0,736.0,23.0,-48.2198,169.1011,1310415.0,4651938.0
6.85,1.72,3.98,3.02,6.0,6.0,266.0,736.0,23.0,-48.3176,169.259,1322671.0,4641654.0
6.85,1.72,3.98,3.02,6.0,6.0,283.0,736.0,23.0,-48.4212,169.4274,1335694.0,4630726.0
6.85,1.72,3.98,3.02,6.0,6.0,300.0,736.0,23.0,-48.5247,169.5966,1348717.0,4619799.0
6.85,1.72,3.98,3.02,6.0,6.0,316.0,736.0,23.0,-48.6218,169.7564,1360974.0,4609514.0
6.85,1.72,3.98,3.02,6.0,6.0,333.0,736.0,23.0,-48.7248,169.9268,1373996.0,4598587.0
6.85,1.72,3.98,3.02,6.0,6.0,350.0,736.0,23.0,-48.8276,170.098,1387019.0,4587659.0
6.77,1.7,3.98,3.0,6.0,6.0,1200.0,736.0,23.0,-53.5947,179.6241,2038157.0,4041290.0
7.5,1.73,4.34,3.21,6.0,6.0,-1200.0,1200.0,23.0,-41.335,152.7646,-98603.0,5228536.0
7.5,1.73,4.34,3.21,6.0,6.0,-540.0,1200.0,23.0,-45.8955,157.6218,406986.0,4804296.0
7.5,1.73,4.34,3.21,6.0,6.0,-400.0,1200.0,23.0,-46.8507,158.7531,514232.0,4714305.0
7.5,1.73,4.34,3.21,6.0,6.0,-300.0,1200.0,23.0,-47.5292,159.5859,590837.0,4650027.0
7.5,1.73,4.34,3.21,6.0,6.0,-200.0,1200.0,23.0,-48.204,160.4406,667441.0,4585748.0
6.76,1.73,3.91,2.99,6.0,6.0,-151.0,1200.0,23.0,-48.5332,160.8676,704977.0,4554251.0
6.76,1.73,3.91,2.99,6.0,6.0,-136.0,1200.0,23.0,-48.6338,160.9995,716468.0,4544610.0
6.75,1.72,3.92,2.99,6.0,6.0,-121.0,1200.0,23.0,-48.7343,161.1318,727959.0,4534968.0
6.77,1.71,3.96,3.0,5.99,6.0,-106.0,1200.0,23.0,-48.8346,161.2647,739449.0,4525326.0
6.84,1.71,4.0,3.02,5.99,6.0,-96.0,1200.0,23.0,-48.9015,161.3536,747110.0,4518898.0
6.96,1.71,4.07,3.06,5.99,6.0,-86.0,1200.0,23.0,-48.9683,161.4427,754770.0,4512470.0
7.13,1.71,4.17,3.11,5.98,6.0,-76.0,1200.0,23.0,-49.035,161.5321,762431.0,4506042.0
7.04,1.72,4.09,3.08,5.97,6.0,-68.0,1200.0,23.0,-49.0884,161.6038,768559.0,4500900.0
6.96,1.72,4.05,3.06,5.97,6.0,-61.0,1200.0,23.0,-49.1351,161.6666,773921.0,4496400.0
6.87,1.72,3.99,3.03,5.97,6.0,-53.0,1200.0,23.0,-49.1884,161.7386,780050.0,4491258.0
6.75,1.72,3.92,2.99,5.98,6.0,-46.0,1200.0,23.0,-49.235,161.8017,785412.0,4486759.0
6.74,1.72,3.92,2.99,6.0,6.0,-38.0,1200.0,23.0,-49.2883,161.8739,791540.0,4481616.0
6.73,1.72,3.91,2.98,6.0,6.0,-31.0,1200.0,23.0,-49.3349,161.9373,796903.0,4477117.0
6.74,1.72,3.92,2.99,6.0,6.0,-23.0,1200.0,23.0,-49.3881,162.0098,803031.0,4471975.0
6.74,1.72,3.92,2.99,6.0,6.0,-16.0,1200.0,23.0,-49.4346,162.0735,808393.0,4467475.0
6.76,1.72,3.93,2.99,6.0,6.0,-8.0,1200.0,23.0,-49.4877,162.1463,814522.0,4462333.0
6.78,1.72,3.94,3.0,6.0,6.0,-1.0,1200.0,23.0,-49.5342,162.2102,819884.0,4457833.0
6.8,1.72,3.95,3.01,6.0,6.0,7.0,1200.0,23.0,-49.5872,162.2833,826012.0,4452691.0
6.82,1.72,3.97,3.01,6.0,6.0,14.0,1200.0,23.0,-49.6337,162.3474,831375.0,4448191.0
6.85,1.72,3.98,3.02,6.0,6.0,22.0,1200.0,23.0,-49.6867,162.4209,837503.0,4443049.0
6.87,1.72,3.99,3.03,6.0,6.0,29.0,1200.0,23.0,-49.733,162.4853,842865.0,4438550.0
6.9,1.72,4.01,3.04,6.0,6.0,37.0,1200.0,23.0,-49.786,162.559,848994.0,4433407.0
6.92,1.72,4.02,3.04,6.0,6.0,41.0,1200.0,23.0,-49.8125,162.596,852058.0,4430836.0
6.93,1.72,4.03,3.05,6.0,6.0,44.0,1200.0,23.0,-49.8323,162.6237,854356.0,4428908.0
6.94,1.72,4.03,3.05,6.0,6.0,48.0,1200.0,23.0,-49.8587,162.6607,857420.0,4426337.0
6.95,1.72,4.04,3.05,6.0,6.0,51.0,1200.0,23.0,-49.8786,162.6885,859718.0,4424408.0
6.97,1.72,4.05,3.06,6.0,6.0,55.0,1200.0,23.0,-49.905,162.7256,862783.0,4421837.0
6.98,1.72,4.06,3.06,6.0,6.0,58.0,1200.0,23.0,-49.9248,162.7534,865081.0,4419909.0
7.0,1.72,4.07,3.07,6.0,6.0,62.0,1200.0,23.0,-49.9512,162.7905,868145.0,4417338.0
7.01,1.72,4.08,3.07,6.0,6.0,65.0,1200.0,23.0,-49.971,162.8184,870443.0,4415409.0
7.03,1.72,4.09,3.08,6.0,6.0,69.0,1200.0,23.0,-49.9974,162.8556,873507.0,4412838.0
7.04,1.72,4.09,3.08,6.0,6.0,72.0,1200.0,23.0,-50.0172,162.8836,875805.0,4410910.0
7.05,1.72,4.1,3.08,6.0,6.0,76.0,1200.0,23.0,-50.0436,162.9209,878869.0,4408339.0
7.06,1.72,4.1,3.09,6.0,6.0,79.0,1200.0,23.0,-50.0634,162.9489,881168.0,4406410.0
7.07,1.72,4.11,3.09,6.0,6.0,83.0,1200.0,23.0,-50.0898,162.9862,884232.0,4403839.0
7.07,1.72,4.11,3.09,6.0,6.0,86.0,1200.0,23.0,-50.1096,163.0143,886530.0,4401911.0
7.08,1.72,4.12,3.09,6.0,6.0,90.0,1200.0,23.0,-50.1359,163.0517,889594.0,4399340.0
7.09,1.72,4.12,3.1,6.0,6.0,93.0,1200.0,23.0,-50.1557,163.0798,891892.0,4397411.0
7.1,1.72,4.13,3.1,6.0,6.0,97.0,1200.0,23.0,-50.182,163.1173,894956.0,4394840.0
7.1,1.72,4.13,3.1,6.0,6.0,100.0,1200.0,23.0,-50.2018,163.1455,897255.0,4392912.0
7.1,1.72,4.13,3.1,6.0,6.0,104.0,1200.0,23.0,-50.2281,163.1831,900319.0,4390341.0
7.1,1.72,4.13,3.1,6.0,6.0,107.0,1200.0,23.0,-50.2478,163.2113,902617.0,4388412.0
7.11,1.72,4.13,3.1,6.0,6.0,111.0,1200.0,23.0,-50.2741,163.2489,905681.0,4385841.0
7.11,1.72,4.13,3.1,6.0,6.0,114.0,1200.0,23.0,-50.2938,163.2772,907979.0,4383913.0
7.11,1.72,4.13,3.1,6.0,6.0,118.0,1200.0,23.0,-50.3201,163.3149,911043.0,4381341.0
7.11,1.72,4.13,3.1,6.0,6.0,121.0,1200.0,23.0,-50.3399,163.3432,913341.0,4379413.0
7.12,1.72,4.14,3.1,6.0,6.0,127.0,1200.0,23.0,-50.3793,163.4,917938.0,4375556.0
7.12,1.72,4.14,3.1,6.0,6.0,133.0,1200.0,23.0,-50.4187,163.4568,922534.0,4371700.0
7.12,1.72,4.14,3.1,6.0,6.0,139.0,1200.0,23.0,-50.458,163.5137,927130.0,4367843.0
7.12,1.72,4.14,3.1,6.0,6.0,145.0,1200.0,23.0,-50.4974,163.5707,931727.0,4363986.0
7.12,1.72,4.14,3.1,6.0,6.0,152.0,1200.0,23.0,-50.5432,163.6373,937089.0,4359487.0
7.11,1.72,4.13,3.1,6.0,6.0,161.0,1200.0,23.0,-50.6022,163.7231,943983.0,4353702.0
7.1,1.72,4.13,3.1,6.0,6.0,173.0,1200.0,23.0,-50.6807,163.8379,953176.0,4345988.0
7.1,1.72,4.13,3.1,6.0,6.0,187.0,1200.0,23.0,-50.7722,163.9724,963900.0,4336989.0
7.1,1.72,4.13,3.1,6.0,6.0,201.0,1200.0,23.0,-50.8635,164.1073,974625.0,4327990.0
7.1,1.72,4.13,3.1,6.0,6.0,216.0,1200.0,23.0,-50.9613,164.2525,986116.0,4318348.0
7.09,1.72,4.12,3.1,6.0,6.0,233.0,1200.0,23.0,-51.0719,164.4178,999138.0,4307421.0
7.08,1.72,4.12,3.09,6.0,6.0,250.0,1200.0,23.0,-51.1823,164.5838,1012161.0,4296494.0
7.08,1.72,4.12,3.09,6.0,6.0,266.0,1200.0,23.0,-51.2861,164.7409,1024418.0,4286209.0
7.07,1.72,4.11,3.09,6.0,6.0,283.0,1200.0,23.0,-51.3961,164.9085,1037441.0,4275282.0
7.06,1.72,4.1,3.09,6.0,6.0,300.0,1200.0,23.0,-51.506,165.0769,1050463.0,4264354.0
7.05,1.72,4.1,3.08,6.0,6.0,316.0,1200.0,23.0,-51.6092,165.2362,1062720.0,4254070.0
7.04,1.72,4.09,3.08,6.0,6.0,333.0,1200.0,23.0,-51.7187,165.4062,1075743.0,4243142.0
7.03,1.72,4.09,3.08,6.0,6.0,350.0,1200.0,23.0,-51.8279,165.5771,1088766.0,4232215.0
6.72,1.72,3.91,2.98,6.0,6.0,1200.0,1200.0,23.0,-56.9498,175.3,1739903.0,3685845.0
